"符号","文件路径","行号","类别","快照日期"
"hd_dc_payment_completed_trigger","common/scripted_triggers/hd_dc_payment_triggers.txt","49","文本匹配的顶层定义","2026-09-13"
"hd_dc_petition_war_truce_years","common/script_values/hd_dc_truce_values.txt","43","文本匹配的顶层定义","2026-09-13"
"hd_dc_policy_affected_county_trigger","common/scripted_triggers/hd_dc_policy_triggers.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_policy_notice_recipient_trigger","common/scripted_triggers/hd_dc_policy_triggers.txt","97","文本匹配的顶层定义","2026-09-13"
"hd_dc_policy_retained_opinion","common/opinion_modifiers/hd_dc_opinions.txt","14","文本匹配的顶层定义","2026-09-13"
"hd_dc_policy_retained_opinion","localization/simp_chinese/hd_dc_policy_l_simp_chinese.yml","4","中文键","2026-09-13"
"hd_dc_policy_silenced_opinion","common/opinion_modifiers/hd_dc_opinions.txt","13","文本匹配的顶层定义","2026-09-13"
"hd_dc_policy_silenced_opinion","localization/simp_chinese/hd_dc_policy_l_simp_chinese.yml","3","中文键","2026-09-13"
"hd_dc_policy_trial_authority_trigger","common/scripted_triggers/hd_dc_policy_triggers.txt","110","文本匹配的顶层定义","2026-09-13"
"hd_dc_policy_trial_passed_over_opinion","common/opinion_modifiers/hd_dc_opinions.txt","16","文本匹配的顶层定义","2026-09-13"
"hd_dc_policy_trial_passed_over_opinion","localization/simp_chinese/hd_dc_policy_l_simp_chinese.yml","6","中文键","2026-09-13"
"hd_dc_policy_trial_selected_opinion","common/opinion_modifiers/hd_dc_opinions.txt","15","文本匹配的顶层定义","2026-09-13"
"hd_dc_policy_trial_selected_opinion","localization/simp_chinese/hd_dc_policy_l_simp_chinese.yml","5","中文键","2026-09-13"
"hd_dc_prepare_ability_action_effect","common/scripted_effects/hd_dc_action_effects.txt","4","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_dinner_trait_pool_effect","common/scripted_effects/hd_dc_existing_trait_pool_effects.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_education_trait_pool_effect","common/scripted_effects/hd_dc_existing_trait_pool_effects.txt","36","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_extra_claimant_effect","common/scripted_effects/hd_dc_faction_pulse_claimant_effects.txt","4","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_governor_trait_roll_effect","common/scripted_effects/hd_dc_governor_trait_effects.txt","19","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_inspiration_trait_pool_effect","common/scripted_effects/hd_dc_existing_trait_pool_effects.txt","48","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_instance_effect","common/scripted_effects/hd_dc_record_effects.txt","116","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_negative_completion_chariot_pool_effect","common/scripted_effects/hd_dc_negative_completion_effects.txt","26","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_negative_completion_dynamic_pool_effect","common/scripted_effects/hd_dc_negative_completion_effects.txt","48","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_negative_completion_guest_pool_effect","common/scripted_effects/hd_dc_negative_completion_effects.txt","66","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_negative_completion_inspiration_teach_effect","common/scripted_effects/hd_dc_negative_completion_effects.txt","95","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_negative_completion_roll_effect","common/scripted_effects/hd_dc_negative_completion_effects.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_negative_completion_simple_pool_effect","common/scripted_effects/hd_dc_negative_completion_effects.txt","19","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_negative_relation_completion_effect","common/scripted_effects/hd_dc_negative_relation_completion_effects.txt","34","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_party_policy_case_effect","common/scripted_effects/hd_dc_party_case_effects.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_rivalry_roll_effect","common/scripted_effects/hd_dc_relation_effects.txt","6","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_spouse_dispute_roll_effect","common/scripted_effects/hd_dc_family_effects.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_substance_trait_roll_effect","common/scripted_effects/hd_dc_trait_effects.txt","5","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_tournament_sabotage_relation_effect","common/scripted_effects/hd_dc_negative_relation_completion_effects.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_witch_guest_relation_effect","common/scripted_effects/hd_dc_negative_relation_completion_effects.txt","10","文本匹配的顶层定义","2026-09-13"
"hd_dc_prepare_yearly_4001_relation_effect","common/scripted_effects/hd_dc_negative_relation_completion_effects.txt","48","文本匹配的顶层定义","2026-09-13"
"hd_dc_pressure_band_value","common/script_values/hd_dc_pressure_values.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_pressure_character_2","common/modifiers/hd_dc_pressure_modifiers.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_pressure_character_2","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","2","中文键","2026-09-13"
"hd_dc_pressure_character_3","common/modifiers/hd_dc_pressure_modifiers.txt","7","文本匹配的顶层定义","2026-09-13"
"hd_dc_pressure_character_3","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","3","中文键","2026-09-13"
"hd_dc_pressure_character_4","common/modifiers/hd_dc_pressure_modifiers.txt","12","文本匹配的顶层定义","2026-09-13"
"hd_dc_pressure_character_4","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","4","中文键","2026-09-13"
"hd_dc_pressure_character_5","common/modifiers/hd_dc_pressure_modifiers.txt","17","文本匹配的顶层定义","2026-09-13"
"hd_dc_pressure_character_5","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","5","中文键","2026-09-13"
"hd_dc_pressure_county_2","common/modifiers/hd_dc_pressure_modifiers.txt","22","文本匹配的顶层定义","2026-09-13"
"hd_dc_pressure_county_2","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","6","中文键","2026-09-13"
"hd_dc_pressure_county_3","common/modifiers/hd_dc_pressure_modifiers.txt","23","文本匹配的顶层定义","2026-09-13"
"hd_dc_pressure_county_3","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","7","中文键","2026-09-13"
"hd_dc_pressure_county_4","common/modifiers/hd_dc_pressure_modifiers.txt","24","文本匹配的顶层定义","2026-09-13"
"hd_dc_pressure_county_4","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","8","中文键","2026-09-13"
"hd_dc_pressure_county_5","common/modifiers/hd_dc_pressure_modifiers.txt","25","文本匹配的顶层定义","2026-09-13"
"hd_dc_pressure_county_5","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","9","中文键","2026-09-13"
"hd_dc_pressure_phase_end_effect","common/scripted_effects/hd_dc_pressure_effects.txt","29","文本匹配的顶层定义","2026-09-13"
"hd_dc_pressure_status","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","10","中文键","2026-09-13"
"hd_dc_pressure_status_tt","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","11","中文键","2026-09-13"
"hd_dc_probe_extra_claimant_title_effect","common/scripted_effects/hd_dc_faction_pulse_claimant_effects.txt","48","文本匹配的顶层定义","2026-09-13"
"hd_dc_proposal_response_months_value","common/script_values/hd_dc_delivery_delay_values.txt","4","文本匹配的顶层定义","2026-09-13"
"hd_dc_proposal_response_valid_trigger","common/scripted_triggers/hd_dc_proposal_triggers.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_prosperity_status","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","12","中文键","2026-09-13"
"hd_dc_prosperity_status_tt","localization/simp_chinese/hd_dc_pressure_l_simp_chinese.yml","13","中文键","2026-09-13"
"hd_dc_protection_on_death","common/on_action/hd_dc_protection_on_actions.txt","12","文本匹配的顶层定义","2026-09-13"
"hd_dc_protection_on_imprison","common/on_action/hd_dc_protection_on_actions.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_protection_on_revoked","common/on_action/hd_dc_protection_on_actions.txt","26","文本匹配的顶层定义","2026-09-13"
"hd_dc_receive_royal_invitation_effect","common/scripted_effects/hd_dc_royal_event_effects.txt","241","文本匹配的顶层定义","2026-09-13"
"hd_dc_record","common/story_cycles/hd_dc_records.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_record_core_war_result_effect","common/scripted_effects/hd_dc_war_effects.txt","100","文本匹配的顶层定义","2026-09-13"
"hd_dc_record_extra_faction_effect","common/scripted_effects/hd_dc_faction_pulse_effects.txt","42","文本匹配的顶层定义","2026-09-13"
"hd_dc_record_needs_monthly_trigger","common/scripted_triggers/hd_dc_record_triggers.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_record_protection_harm_effect","common/scripted_effects/hd_dc_royal_protection_effects.txt","246","文本匹配的顶层定义","2026-09-13"
"hd_dc_record_protection_unknown_death_effect","common/scripted_effects/hd_dc_royal_protection_effects.txt","292","文本匹配的顶层定义","2026-09-13"
"hd_dc_record_protection_unknown_revocation_effect","common/scripted_effects/hd_dc_royal_protection_effects.txt","311","文本匹配的顶层定义","2026-09-13"
"hd_dc_refresh_escalation_guard_effect","common/scripted_effects/hd_dc_war_effects.txt","221","文本匹配的顶层定义","2026-09-13"
"hd_dc_refresh_governance_tier_effect","common/scripted_effects/hd_dc_governance_effects.txt","48","文本匹配的顶层定义","2026-09-13"
"hd_dc_refresh_ritual_order_effect","common/scripted_effects/hd_dc_ritual_effects.txt","51","文本匹配的顶层定义","2026-09-13"
"hd_dc_refresh_snapshot_effect","common/scripted_effects/hd_dc_era_effects.txt","55","文本匹配的顶层定义","2026-09-13"
"hd_dc_refund_ord09_payment_effect","common/scripted_effects/hd_dc_ransom_effects.txt","171","文本匹配的顶层定义","2026-09-13"
"hd_dc_refuse_royal_support_offer_effect","common/scripted_effects/hd_dc_royal_offer_effects.txt","121","文本匹配的顶层定义","2026-09-13"
"hd_dc_register_core_war_effect","common/scripted_effects/hd_dc_war_effects.txt","233","文本匹配的顶层定义","2026-09-13"
"hd_dc_register_governance_obligation_change_effect","common/scripted_effects/hd_dc_governance_effects.txt","121","文本匹配的顶层定义","2026-09-13"
"hd_dc_register_started_royal_war_effect","common/scripted_effects/hd_dc_war_effects.txt","46","文本匹配的顶层定义","2026-09-13"
"hd_dc_reject_proposal_effect","common/scripted_effects/hd_dc_proposal_effects.txt","118","文本匹配的顶层定义","2026-09-13"
"hd_dc_rejected_terms_opinion","common/opinion_modifiers/hd_dc_opinions.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_rejected_terms_opinion","localization/simp_chinese/hd_dc_common_l_simp_chinese.yml","11","中文键","2026-09-13"
"hd_dc_release_own_acute_lock_effect","common/scripted_effects/hd_dc_governance_effects.txt","96","文本匹配的顶层定义","2026-09-13"
"hd_dc_release_par01_offer_node_effect","common/scripted_effects/hd_dc_policy_offer_effects.txt","119","文本匹配的顶层定义","2026-09-13"
"hd_dc_remove_character_pressure_effect","common/scripted_effects/hd_dc_pressure_effects.txt","34","文本匹配的顶层定义","2026-09-13"
"hd_dc_remove_county_pressure_effect","common/scripted_effects/hd_dc_pressure_effects.txt","64","文本匹配的顶层定义","2026-09-13"
"hd_dc_repair_record_keeper_effect","common/scripted_effects/hd_dc_record_effects.txt","40","文本匹配的顶层定义","2026-09-13"
"hd_dc_request_monthly_observation","common/on_action/hd_dc_observer_on_actions.txt","22","文本匹配的顶层定义","2026-09-13"
"hd_dc_request_observation_effect","common/scripted_effects/hd_dc_era_effects.txt","214","文本匹配的顶层定义","2026-09-13"
"hd_dc_request_royal_protection_effect","common/scripted_effects/hd_dc_royal_protection_effects.txt","1","文本匹配的顶层定义","2026-09-13"
"hd_dc_request_royal_support_interaction","common/character_interactions/hd_dc_royal_support_interactions.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_request_royal_support_interaction","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","2","中文键","2026-09-13"
"hd_dc_request_royal_support_interaction_desc","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","3","中文键","2026-09-13"
"hd_dc_resolve_ability_action_effect","common/scripted_effects/hd_dc_action_effects.txt","61","文本匹配的顶层定义","2026-09-13"
"hd_dc_restore_denominator_value","common/script_values/hd_dc_parameters.txt","26","文本匹配的顶层定义","2026-09-13"
"hd_dc_restore_extra_claiming_title_effect","common/scripted_effects/hd_dc_faction_pulse_claimant_effects.txt","39","文本匹配的顶层定义","2026-09-13"
"hd_dc_restore_ritual_order_effect","common/scripted_effects/hd_dc_ritual_effects.txt","66","文本匹配的顶层定义","2026-09-13"
"hd_dc_restored_control_trigger","common/scripted_triggers/hd_dc_era_triggers.txt","22","文本匹配的顶层定义","2026-09-13"
"hd_dc_resume_claimant_mobilization_effect","common/scripted_effects/hd_dc_royal_pause_effects.txt","81","文本匹配的顶层定义","2026-09-13"
"hd_dc_return_proposal_result_effect","common/scripted_effects/hd_dc_proposal_effects.txt","134","文本匹配的顶层定义","2026-09-13"
"hd_dc_review_governance_decision","common/decisions/hd_dc_governance_decisions.txt","1","文本匹配的顶层定义","2026-09-13"
"hd_dc_review_governance_decision","localization/simp_chinese/hd_dc_governance_l_simp_chinese.yml","2","中文键","2026-09-13"
"hd_dc_review_governance_decision_confirm","localization/simp_chinese/hd_dc_governance_l_simp_chinese.yml","5","中文键","2026-09-13"
"hd_dc_review_governance_decision_desc","localization/simp_chinese/hd_dc_governance_l_simp_chinese.yml","3","中文键","2026-09-13"
"hd_dc_review_governance_decision_tooltip","localization/simp_chinese/hd_dc_governance_l_simp_chinese.yml","4","中文键","2026-09-13"
"hd_dc_ritual_command_opinion","common/opinion_modifiers/hd_dc_opinions.txt","6","文本匹配的顶层定义","2026-09-13"
"hd_dc_ritual_command_opinion","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","36","中文键","2026-09-13"
"hd_dc_ritual_disappointment_opinion","common/opinion_modifiers/hd_dc_opinions.txt","5","文本匹配的顶层定义","2026-09-13"
"hd_dc_ritual_disappointment_opinion","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","35","中文键","2026-09-13"
"hd_dc_ritual_fairness_opinion","common/opinion_modifiers/hd_dc_opinions.txt","4","文本匹配的顶层定义","2026-09-13"
"hd_dc_ritual_fairness_opinion","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","34","中文键","2026-09-13"
"hd_dc_ritual_precedence_opinion","common/opinion_modifiers/hd_dc_opinions.txt","7","文本匹配的顶层定义","2026-09-13"
"hd_dc_ritual_precedence_opinion","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","37","中文键","2026-09-13"
"hd_dc_ritual_register_row","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","41","中文键","2026-09-13"
"hd_dc_ritual_register_title","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","2","中文键","2026-09-13"
"hd_dc_ritual_register_tt","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","40","中文键","2026-09-13"
"hd_dc_roll_drunkard_effect","common/scripted_effects/hd_dc_trait_effects.txt","26","文本匹配的顶层定义","2026-09-13"
"hd_dc_route_nonchaos_phase_effect","common/scripted_effects/hd_dc_era_effects.txt","170","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy_end.0001","events/hd_dc_royal_resolution_events.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy_end.0001.a","localization/simp_chinese/hd_dc_royal_resolution_l_simp_chinese.yml","7","中文键","2026-09-13"
"hd_dc_roy_end.0001.defended","localization/simp_chinese/hd_dc_royal_resolution_l_simp_chinese.yml","6","中文键","2026-09-13"
"hd_dc_roy_end.0001.enthroned","localization/simp_chinese/hd_dc_royal_resolution_l_simp_chinese.yml","5","中文键","2026-09-13"
"hd_dc_roy_end.0001.t","localization/simp_chinese/hd_dc_royal_resolution_l_simp_chinese.yml","2","中文键","2026-09-13"
"hd_dc_roy_end.0002","events/hd_dc_royal_resolution_events.txt","17","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy_end.0002.a","localization/simp_chinese/hd_dc_royal_resolution_l_simp_chinese.yml","12","中文键","2026-09-13"
"hd_dc_roy_end.0002.defended","localization/simp_chinese/hd_dc_royal_resolution_l_simp_chinese.yml","11","中文键","2026-09-13"
"hd_dc_roy_end.0002.enthroned","localization/simp_chinese/hd_dc_royal_resolution_l_simp_chinese.yml","10","中文键","2026-09-13"
"hd_dc_roy_end.0002.t","localization/simp_chinese/hd_dc_royal_resolution_l_simp_chinese.yml","9","中文键","2026-09-13"
"hd_dc_roy_end.governance_pending_tt","localization/simp_chinese/hd_dc_royal_resolution_l_simp_chinese.yml","8","中文键","2026-09-13"
"hd_dc_roy.0001","events/hd_dc_royal_events.txt","4","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy.0001.a","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","5","中文键","2026-09-13"
"hd_dc_roy.0001.a.tt","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","6","中文键","2026-09-13"
"hd_dc_roy.0001.b","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","7","中文键","2026-09-13"
"hd_dc_roy.0001.b.tt","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","8","中文键","2026-09-13"
"hd_dc_roy.0001.c","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","9","中文键","2026-09-13"
"hd_dc_roy.0001.c.tt","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","18","中文键","2026-09-13"
"hd_dc_roy.0001.d","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","10","中文键","2026-09-13"
"hd_dc_roy.0001.d.tt","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","11","中文键","2026-09-13"
"hd_dc_roy.0001.desc","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","4","中文键","2026-09-13"
"hd_dc_roy.0001.t","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","3","中文键","2026-09-13"
"hd_dc_roy.0101","events/hd_dc_royal_events.txt","64","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy.0101.a","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","27","中文键","2026-09-13"
"hd_dc_roy.0101.accepted","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","23","中文键","2026-09-13"
"hd_dc_roy.0101.expired","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","25","中文键","2026-09-13"
"hd_dc_roy.0101.invalidated","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","26","中文键","2026-09-13"
"hd_dc_roy.0101.mediation_cancelled","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","17","中文键","2026-09-13"
"hd_dc_roy.0101.mediation_failure","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","15","中文键","2026-09-13"
"hd_dc_roy.0101.mediation_success","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","14","中文键","2026-09-13"
"hd_dc_roy.0101.mediation_unpaid","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","16","中文键","2026-09-13"
"hd_dc_roy.0101.rejected","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","24","中文键","2026-09-13"
"hd_dc_roy.0101.t","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","22","中文键","2026-09-13"
"hd_dc_roy.0102","events/hd_dc_royal_events.txt","85","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy.0102.a","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","30","中文键","2026-09-13"
"hd_dc_roy.0102.a.tt","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","31","中文键","2026-09-13"
"hd_dc_roy.0102.b","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","32","中文键","2026-09-13"
"hd_dc_roy.0102.b.tt","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","33","中文键","2026-09-13"
"hd_dc_roy.0102.desc","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","29","中文键","2026-09-13"
"hd_dc_roy.0102.t","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","28","中文键","2026-09-13"
"hd_dc_roy.window_closed","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","19","中文键","2026-09-13"
"hd_dc_roy01_assert_effect","common/scripted_effects/hd_dc_royal_event_effects.txt","76","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy01_mediation_terms","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","12","中文键","2026-09-13"
"hd_dc_roy01_mediation_written_terms","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","13","中文键","2026-09-13"
"hd_dc_roy01_neutral_elder_trigger","common/scripted_triggers/hd_dc_royal_event_triggers.txt","60","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy01_offer_mediation_effect","common/scripted_effects/hd_dc_royal_mediation_effects.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy01_offer_precedence_effect","common/scripted_effects/hd_dc_royal_event_effects.txt","104","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy01_parties_valid_trigger","common/scripted_triggers/hd_dc_royal_event_triggers.txt","35","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy01_precedence_guarantee","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","21","中文键","2026-09-13"
"hd_dc_roy01_precedence_terms","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","20","中文键","2026-09-13"
"hd_dc_roy01_restore_effect","common/scripted_effects/hd_dc_royal_event_effects.txt","61","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy01_seat_claim_trigger","common/scripted_triggers/hd_dc_royal_event_triggers.txt","20","文本匹配的顶层定义","2026-09-13"
"hd_dc_roy01_window_valid_trigger","common/scripted_triggers/hd_dc_royal_event_triggers.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_candidate_trigger","common/scripted_triggers/hd_dc_royal_triggers.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_cooperation_opinion","common/opinion_modifiers/hd_dc_opinions.txt","8","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_cooperation_opinion","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","38","中文键","2026-09-13"
"hd_dc_royal_invitation_delay_days_value","common/script_values/hd_dc_delivery_delay_values.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_invitation_delivery_valid_trigger","common/scripted_triggers/hd_dc_royal_event_triggers.txt","77","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_invitation_valid_trigger","common/scripted_triggers/hd_dc_royal_event_triggers.txt","96","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_offer_pair_trigger","common/scripted_triggers/hd_dc_royal_offer_triggers.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_offer_response_trigger","common/scripted_triggers/hd_dc_royal_offer_triggers.txt","54","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_protection_context_trigger","common/scripted_triggers/hd_dc_royal_protection_triggers.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_protection_response_trigger","common/scripted_triggers/hd_dc_royal_protection_triggers.txt","9","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_story_has_faction_trigger","common/scripted_triggers/hd_dc_royal_triggers.txt","42","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_support_identity_trigger","common/scripted_triggers/hd_dc_royal_support_triggers.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_support_join_authorized_trigger","common/scripted_triggers/hd_dc_royal_support_triggers.txt","37","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_support_opinion","common/opinion_modifiers/hd_dc_opinions.txt","9","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_support_opinion","localization/simp_chinese/hd_dc_royal_l_simp_chinese.yml","39","中文键","2026-09-13"
"hd_dc_royal_supported_war_resolution_trigger","common/scripted_triggers/hd_dc_royal_resolution_triggers.txt","34","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_war_defended_trigger","common/scripted_triggers/hd_dc_royal_resolution_triggers.txt","18","文本匹配的顶层定义","2026-09-13"
"hd_dc_royal_war_enthronement_trigger","common/scripted_triggers/hd_dc_royal_resolution_triggers.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_save_extra_claiming_title_effect","common/scripted_effects/hd_dc_faction_pulse_claimant_effects.txt","31","文本匹配的顶层定义","2026-09-13"
"hd_dc_save_selected_party_pair_effect","common/scripted_effects/hd_dc_party_selection_effects.txt","68","文本匹配的顶层定义","2026-09-13"
"hd_dc_scale_existing_trait_pool_effect","common/scripted_effects/hd_dc_existing_trait_pool_effects.txt","26","文本匹配的顶层定义","2026-09-13"
"hd_dc_scheme_hazard_inputs_trigger","common/scripted_triggers/hd_dc_hazard_triggers.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_scheme_hazard_modifier","common/scripted_modifiers/hd_dc_hazard_modifiers.txt","4","文本匹配的顶层定义","2026-09-13"
"hd_dc_scheme_hazard_multiplier_value","common/script_values/hd_dc_hazard_values.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_select_extra_faction_type_effect","common/scripted_effects/hd_dc_faction_pulse_effects.txt","84","文本匹配的顶层定义","2026-09-13"
"hd_dc_select_party_pair_effect","common/scripted_effects/hd_dc_party_selection_effects.txt","5","文本匹配的顶层定义","2026-09-13"
"hd_dc_select_record_keeper_effect","common/scripted_effects/hd_dc_record_effects.txt","11","文本匹配的顶层定义","2026-09-13"
"hd_dc_send_royal_support_offer_effect","common/scripted_effects/hd_dc_royal_offer_effects.txt","1","文本匹配的顶层定义","2026-09-13"
"hd_dc_settle_royal_enthronement_support_effect","common/scripted_effects/hd_dc_royal_resolution_effects.txt","36","文本匹配的顶层定义","2026-09-13"
"hd_dc_settle_royal_loyal_kin_effect","common/scripted_effects/hd_dc_royal_resolution_effects.txt","133","文本匹配的顶层定义","2026-09-13"
"hd_dc_signed_terms_opinion","common/opinion_modifiers/hd_dc_opinions.txt","1","文本匹配的顶层定义","2026-09-13"
"hd_dc_signed_terms_opinion","localization/simp_chinese/hd_dc_common_l_simp_chinese.yml","9","中文键","2026-09-13"
"hd_dc_siphon_base_probability_value","common/script_values/hd_dc_theft_values.txt","4","文本匹配的顶层定义","2026-09-13"
"hd_dc_siphon_initiation_probability_value","common/script_values/hd_dc_theft_values.txt","56","文本匹配的顶层定义","2026-09-13"
"hd_dc_snapshot_military_social_pool_effect","common/scripted_effects/hd_dc_military_selection_effects.txt","6","文本匹配的顶层定义","2026-09-13"
"hd_dc_snapshot_party_pool_effect","common/scripted_effects/hd_dc_party_selection_effects.txt","73","文本匹配的顶层定义","2026-09-13"
"hd_dc_snapshot_valid_trigger","common/scripted_triggers/hd_dc_era_triggers.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_social_hazard_multiplier_value","common/script_values/hd_dc_ordinary_values.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_stamp_calendar_effect","common/scripted_effects/hd_dc_record_effects.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_start_era_timer_effect","common/scripted_effects/hd_dc_era_effects.txt","34","文本匹配的顶层定义","2026-09-13"
"hd_dc_start_ord09_effect","common/scripted_effects/hd_dc_ransom_effects.txt","1","文本匹配的顶层定义","2026-09-13"
"hd_dc_start_ord13_effect","common/scripted_effects/hd_dc_ordinary_effects.txt","34","文本匹配的顶层定义","2026-09-13"
